Time (msec),Engine Load* (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fueling Final Base* (estimated AFR),Ignition Total Timing (degrees),Intake Air Temperature (F),Intake VVT Advance Angle Left (degrees),Manifold Relative Pressure (psi),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Throttle Opening Angle (%),AEM UEGO Wideband [9600 baud] (AFR Gasoline)
28309,0.42,3616,0.00,0.00,13.83,16.00,75,1,-8.42,1.88,0.00,0.00,17.40
28362,0.42,3539,0.00,0.00,12.67,16.00,75,1,-8.42,1.78,0.00,0.00,18.50
28416,0.40,3445,0.00,0.00,13.11,16.00,75,1,-8.42,1.78,0.00,0.00,18.50
28468,0.38,3348,0.00,0.00,15.02,16.00,75,1,-8.42,1.86,0.00,0.00,18.50
28520,0.36,3286,0.00,0.00,15.54,16.00,75,1,-8.56,2.06,0.00,0.00,18.50
28572,0.33,3286,0.00,0.00,15.84,16.00,75,1,-8.56,2.18,0.00,0.00,18.50
28625,0.32,3186,0.00,0.00,15.77,16.00,75,1,-8.56,2.16,0.00,0.00,18.50
28678,0.33,3120,0.00,0.00,14.70,16.00,75,1,-8.56,2.16,0.00,0.00,18.50
28730,0.34,3023,0.00,0.00,12.82,16.00,75,1,-8.71,2.02,0.00,0.00,18.50
28783,0.33,2947,0.00,0.00,13.12,16.00,75,1,-8.85,1.92,0.00,0.00,18.50
28835,0.33,2947,0.00,0.00,12.98,16.00,75,1,-9.00,1.78,0.00,0.00,18.50
28888,0.32,2876,0.00,0.00,13.27,16.00,75,1,-9.00,1.60,0.00,0.00,18.50
28940,0.31,2797,0.00,0.00,13.85,16.00,75,1,-9.14,1.60,0.00,0.00,18.50
28993,0.30,2720,0.00,0.00,15.51,16.00,75,1,-9.29,1.70,0.00,0.00,18.50
29045,0.29,2639,0.00,0.00,15.60,16.00,75,1,-9.43,1.90,0.00,0.00,18.50
29098,0.29,2557,0.00,0.00,15.29,16.00,75,1,-9.43,1.96,0.00,0.00,18.50
29150,0.28,2557,0.00,0.00,15.66,16.00,75,1,-9.43,1.80,0.00,0.00,18.50
29203,0.28,2477,0.00,0.00,14.98,16.00,75,1,-9.58,1.80,0.00,0.00,18.50
29256,0.28,2417,0.00,0.00,14.70,16.00,75,1,-9.58,1.68,0.00,0.00,18.50
