Time (msec),Engine Load* (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fueling Final Base* (estimated AFR),Ignition Total Timing (degrees),Intake Air Temperature (F),Intake VVT Advance Angle Left (degrees),Manifold Relative Pressure (psi),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Throttle Opening Angle (%),AEM UEGO Wideband [9600 baud] (AFR Gasoline)
17108,0.6,2250,0,0,14.61,35.5,86,14,-4.21,2.14,0,11.37,16
17160,0.61,2236,0,0,14.61,35.5,86,14,-4.21,2.14,0,11.37,16
17213,0.61,2229,0,0,14.61,35,86,14,-4.06,2.12,0,14.9,16
17265,0.68,2258,0,0,13.78,35,86,14,-3.92,2.24,1.57,20.78,16
17319,0.81,2291,0,0,12.82,33,86,15,-1.74,2.42,5.49,24.71,16
17371,0.9,2291,0,0,13.48,30.5,86,15,-0.44,2.48,22.35,43.53,16
17423,0.96,2300,0,0,13.82,30.5,86,15,-0.44,2.48,22.35,57.25,15.5
17475,0.99,2343,0,0,13.4,28.5,86,19,0.44,2.48,38.04,71.37,15.5
17527,1,2325,0,0,12.74,27.5,86,23,0.58,2.48,60,83.92,15.5
17580,1.03,2351,0,0,12.81,27,86,26,0.73,2.5,93.73,89.41,12.7
17632,1.04,2351,0,0,12.83,27,86,27,0.73,2.5,100,92.16,12.7
17685,1.05,2388,0,0,12.79,27,86,27,0.73,2.5,100,92.55,12.7
17737,1.07,2398,0,0,12.79,27,86,27,0.87,2.52,100,92.94,12.7
17790,1.06,2431,0,0,12.92,26.5,86,27,1.02,2.52,100,94.9,12.7
17842,1.09,2471,0,0,12.92,26.5,86,27,1.16,2.56,100,96.08,12.7
17895,1.1,2471,0,0,12.92,26.5,86,28,1.16,2.56,100,99.61,13.8
17947,1.1,2498,0,0,12.93,26.5,86,28,1.16,2.56,100,100,13.8
18000,1.1,2519,0,0,12.93,26.5,86,28,1.31,2.58,100,100,13.8
18052,1.1,2566,0,0,12.94,26.5,86,28,1.45,2.6,100,100,13.6
18105,1.1,2574,0,0,12.95,26.5,86,28,1.6,2.6,100,100,13.6
18157,1.11,2574,0,0,12.95,26.5,86,28,1.74,2.62,100,100,13.6
18209,1.11,2601,0,0,12.95,26.5,86,28,1.74,2.62,100,100,13.6
18262,1.11,2642,0,0,12.96,27,86,28,1.74,2.64,100,100,13.6
18315,1.09,2667,0,0,12.97,27,86,28,1.89,2.62,100,100,13.6
18367,1.11,2707,0,0,12.97,27,86,28,2.03,2.66,100,100,13.7
18419,1.12,2707,0,0,12.98,27,86,28,2.18,2.66,100,100,13.7
18472,1.13,2741,0,0,12.89,27,86,28,2.18,2.66,100,100,13.7
18524,1.14,2764,0,0,12.98,26.5,86,29,2.32,2.7,100,100,13.8
18576,1.14,2797,0,0,12.98,26.5,86,29,2.47,2.7,100,100,13.8
18629,1.15,2816,0,0,12.98,26.5,86,30,2.47,2.76,100,100,13.8
18682,1.16,2816,0,0,12.99,26.5,86,29,2.61,2.78,100,100,13.8
18735,1.18,2852,0,0,12.88,26.5,86,29,2.61,2.78,100,100,13.8
18787,1.19,2912,0,0,12.82,26,86,28,2.76,2.82,100,100,13.8
18839,1.22,2949,0,0,12.98,26,86,30,2.9,2.8,100,100,13.9
18891,1.24,2977,0,0,12.88,26,86,32,3.05,2.84,100,100,13.9
18944,1.26,2977,0,0,12.85,25.5,86,33,3.19,2.84,100,100,13.9
18996,1.28,3012,0,0,12.9,25.5,86,33,3.19,2.84,100,100,13.6
19048,1.28,3060,0,0,12.86,25.5,86,33,3.34,2.88,100,100,13.6
19102,1.31,3090,0,0,12.9,25,86,33,3.63,2.9,100,100,13.6
19154,1.32,3135,0,0,12.92,25,86,32,3.77,2.9,100,100,13.3
19206,1.33,3135,0,0,12.98,25,86,32,3.92,2.94,100,100,13.3
19259,1.34,3196,0,0,12.98,25,86,32,3.92,2.94,100,100,13.3
19312,1.33,3197,0,0,12.99,25,86,33,4.06,2.94,100,100,13
19364,1.35,3249,0,0,12.99,25,86,30,4.21,2.98,100,100,13
19417,1.35,3294,0,0,12.99,24.5,86,29,4.35,2.98,100,94.51,13
19469,1.37,3294,0,0,12.91,25,86,28,4.5,3.04,100,90.98,13.2
19522,1.39,3350,0,0,12.92,25,86,28,4.5,3.04,100,90.59,13.2
19576,1.4,3381,0,0,12.99,24,86,30,4.79,3.04,100,90.59,13.2
19627,1.4,3429,0,0,13,24,86,27,4.93,3.06,100,90.59,13.3
19681,1.42,3456,0,0,12.89,23.5,86,24,5.08,3.08,100,90.59,13.3
19732,1.42,3456,0,0,13,23.5,86,18,5.22,3.1,100,90.59,13.3
19784,1.43,3504,0,0,13,23.5,86,18,5.22,3.12,100,90.59,13.4
19837,1.43,3561,0,0,13,23.5,86,13,5.51,3.12,100,90.59,13.4
19890,1.44,3614,0,0,12.95,23.5,86,8,5.66,3.12,100,90.2,12.9
19942,1.46,3648,0,0,12.94,23.5,86,6,5.8,3.14,100,89.02,12.9
19995,1.49,3648,0,0,12.9,23,86,9,5.95,3.2,95.69,88.63,12.9
20047,1.49,3707,0,0,13,23,86,9,5.95,3.2,95.69,85.49,12.9
20100,1.53,3752,0,0,12.85,22.5,86,10,6.09,3.2,90.59,82.75,12.9
20152,1.55,3788,0,0,12.91,22.5,86,9,6.24,3.22,69.41,82.75,12.9
20206,1.56,3824,0,0,13,22,86,8,6.53,3.24,69.02,82.75,12.9
20258,1.57,3824,0,0,12.91,22,84,10,6.67,3.28,69.02,82.75,12.8
20310,1.59,3868,0,0,13,21.5,84,10,6.67,3.32,69.02,82.75,12.8
20363,1.61,3920,0,0,12.93,21.5,84,14,6.82,3.32,68.63,82.75,12.8
20416,1.64,3983,0,0,12.81,21,84,18,7.11,3.34,68.63,82.75,12.8
20468,1.68,4019,0,0,12.82,21,84,21,7.25,3.38,68.63,82.75,12.8
20521,1.71,4019,0,0,12.76,20,84,24,7.55,3.42,68.24,83.14,12.9
20573,1.73,4089,0,0,12.69,19.5,84,24,7.55,3.42,68.24,83.92,12.9
20626,1.73,4120,0,0,12.55,19.5,84,21,7.84,3.42,73.73,85.88,12.9
20679,1.78,4190,0,0,12.22,19.5,84,21,8.13,3.46,84.31,92.16,12.4
20732,1.81,4230,0,0,12.2,19,84,19,8.42,3.48,100,96.47,12.4
20785,1.85,4296,0,0,11.94,18.5,84,20,8.71,3.52,100,99.22,12.4
20839,1.88,4296,0,0,11.97,18.5,84,20,8.71,3.54,100,100,11.9
20890,1.91,4350,0,0,11.68,18.5,84,20,9,3.54,100,100,11.9
20943,1.95,4383,0,0,11.5,18,84,19,9.29,3.58,100,100,11.9
20996,1.97,4440,0,0,11.45,18,84,14,9.58,3.62,100,100,11.1
21049,1.97,4440,0,0,11.49,18,84,10,9.87,3.64,100,100,11.1
21101,1.97,4488,0,0,11.49,18,84,10,9.87,3.64,100,100,11.1
21154,1.98,4564,0,0,11.51,18,84,8,10.16,3.64,100,100,10.7
21206,1.98,4607,0,0,11.48,18.5,84,8,10.3,3.7,100,100,10.7
21259,1.98,4655,0,0,11.56,18.5,84,8,10.59,3.68,100,100,10.7
21312,1.98,4655,0,0,11.49,18.5,84,7,10.74,3.76,100,100,11.1
21363,1.98,4759,0,0,11.49,18.5,84,7,10.74,3.78,100,100,11.1
21416,1.99,4792,0,0,11.47,18.5,84,6,11.03,3.78,100,100,11.1
21470,2,4838,0,0,11.42,19,84,6,11.17,3.78,100,100,11.2
21522,2.02,4921,0,0,11.43,19,84,5,11.46,3.82,100,100,11.2
21575,2.01,4921,0,0,11.36,19,84,5,11.46,3.86,100,100,11.2
21626,2.03,5003,0,0,11.41,19,84,6,11.61,3.86,100,100,11.7
21679,2.04,5064,0,0,11.32,19,84,6,11.75,3.9,100,100,11.7
21732,2.05,5151,0,0,11.21,19,84,5,11.9,3.94,100,100,11.7
21784,2.09,5151,0,0,11.21,18.5,84,5,11.9,3.98,100,100,11.7
21836,2.14,5201,0,0,11.22,18.5,84,3,12.19,3.98,100,100,11.7
21890,2.17,5241,0,0,10.99,18,84,2,12.33,4,100,100,11.7
21942,2.17,5241,0,0,11.03,17.5,84,1,12.62,4,100,100,11.3
21994,2.19,5353,0,0,10.97,17.5,84,1,12.62,4,100,100,11.3
22047,2.23,5407,0,0,10.96,17.5,84,1,12.62,4.06,100,100,11.3
22100,2.2,5407,0,0,11.18,17.5,84,1,12.77,4,100,100,11.3
22153,2.2,5462,0,0,11.12,17.5,82,1,12.77,4,100,100,11.3
22206,2.19,5584,0,0,11.25,17.5,82,1,12.62,4.02,100,100,11.3
22259,2.21,5584,0,0,11.04,18,82,1,12.62,4.06,100,100,11.2
22312,2.2,5643,0,0,11.15,18,82,1,12.48,4.06,100,100,11.2
22365,2.18,5708,0,0,11.21,18.5,82,1,12.48,4.06,100,100,11.2
22417,2.19,5708,0,0,11.15,18.5,82,1,12.48,4.06,100,100,11
22470,2.17,5796,0,0,11.21,18.5,82,1,12.19,4.08,100,100,11
22523,2.15,5796,0,0,11.29,18.5,82,1,12.19,4.08,100,100,11
22577,2.14,5873,0,0,11.28,19,82,1,12.19,4.08,100,100,11.2
22629,2.13,5873,0,0,11.24,19,82,1,12.19,4.08,100,97.65,11.2
22682,2.13,5995,0,0,11.26,19,82,0,11.9,4.08,100,96.86,11.2
22734,2.11,5995,0,0,11.33,19,82,0,11.9,4.1,100,96.86,11.3
22788,2.1,6082,0,0,11.29,19,82,0,11.9,4.1,100,96.86,11.3
22840,2.1,6082,0,0,11.31,19,82,0,11.61,4.12,100,94.12,11.3
22893,2.07,6168,0,0,11.32,19,82,0,11.61,4.12,100,42.75,11.4
22945,1.39,6168,0,0,14.02,21,82,1,0,3,0,0,11.4
22998,0.8,6043,0,0,16.91,21,82,1,0,3,0,0,11.4
23051,0.59,5720,0,0,13.94,28,82,1,-7.25,2.62,0,0,10.4
23103,0.61,5720,0,0,12.55,28,82,1,-7.25,2.62,0,0,10.4
23156,0.57,5584,0,0,12.91,16,82,1,-8.56,2.18,0,0,10.4
23208,0.42,5584,0,0,16.64,16,82,1,-8.56,2.18,0,0,11.5
23260,0.37,5419,0,0,14.4,16,82,1,-9.43,2.76,0,0.39,11.5
23313,0.42,5419,0,0,12.22,28.5,82,1,-9.43,2.44,0,8.24,11.5
23367,0.56,5278,0,0,10.86,28.5,82,1,-9.43,2.44,0,25.88,11.2
23419,0.9,5263,0,0,11.5,31,82,1,-4.35,2.94,13.73,44.31,11.2
23472,1.23,5263,0,0,11.89,32,82,1,-4.35,3.42,13.73,54.51,17
23524,1.4,5133,0,0,12.11,32,82,6,2.9,3.42,29.02,62.35,17
23576,1.55,4795,0,0,12.17,25.5,82,13,4.21,3.46,36.86,72.94,17
23629,1.6,4590,0,0,12.32,23.5,82,16,5.08,3.48,43.92,83.14,17
23681,1.65,4590,0,0,12.38,22,82,18,5.8,3.46,78.43,85.88,15.6
23734,1.67,4510,0,0,12.27,21,82,18,5.8,3.48,78.43,87.06,15.6
23787,1.71,4494,0,0,12.13,21,82,19,6.38,3.48,86.67,88.63,15.6
23839,1.77,4496,0,0,11.95,20,82,20,6.96,3.54,94.9,90.2,12.5
23893,1.82,4515,0,0,11.78,19,82,20,7.55,3.56,100,91.76,12.5
23945,1.87,4515,0,0,11.6,19,82,20,8.13,3.6,100,92.94,12.5
23998,1.9,4512,0,0,11.56,18.5,82,20,8.13,3.66,100,93.73,11.6
24050,1.93,4559,0,0,11.51,18.5,82,19,8.56,3.66,100,94.12,11.6
24104,1.97,4559,0,0,11.39,18.5,82,19,9,3.66,100,94.12,10.9
24156,1.97,4596,0,0,11.43,18,82,19,9.43,3.66,100,94.51,10.9
24208,1.98,4596,0,0,11.36,18.5,82,19,10.01,3.7,100,94.9,10.9
24261,2,4664,0,0,11.33,18.5,82,19,10.01,3.7,100,95.69,11
24313,2.01,4652,0,0,11.34,18,82,18,10.3,3.74,100,97.25,11
24366,2.01,4684,0,0,11.36,18,82,18,10.74,3.76,100,99.22,11
24418,2.02,4714,0,0,11.28,18,82,18,11.03,3.78,100,100,11.3
24472,2.02,4714,0,0,11.33,18,82,18,11.03,3.78,100,100,11.3
24524,2.03,4726,0,0,11.34,18,82,17,11.17,3.78,100,100,11.3
24576,2.03,4789,0,0,11.34,18.5,82,17,11.46,3.78,100,100,11.4
24628,2.04,4783,0,0,11.33,18.5,82,17,11.75,3.8,100,100,11.4
24681,2.04,4783,0,0,11.32,18.5,82,17,11.75,3.82,100,100,11.4
24734,2.05,4832,0,0,11.27,18.5,82,17,11.9,3.82,100,100,11.6
24786,2.08,4879,0,0,11.22,18.5,82,17,12.04,3.84,100,100,11.6
24839,2.08,4873,0,0,11.18,18.5,82,16,12.19,3.88,100,100,11.6
24891,2.09,4873,0,0,11.22,18.5,82,16,12.33,3.9,100,100,11.9
24944,2.1,4924,0,0,11.21,18.5,82,16,12.33,3.9,100,100,11.9
24997,2.11,4967,0,0,11.14,18,82,15,12.48,3.9,100,100,11.9
25049,2.12,5010,0,0,11.23,18,82,15,12.62,3.92,100,100,11.5
25102,2.12,5010,0,0,11.22,18,82,15,12.77,3.9,100,100,11.5
25155,2.14,5050,0,0,11.17,18,82,15,12.77,3.9,100,100,11.5
25208,2.12,5027,0,0,11.21,18,82,14,12.77,3.92,100,100,11.4
25259,2.15,5074,0,0,11.13,18,82,14,12.77,3.96,100,100,11.4
25312,2.18,5074,0,0,11.16,17.5,82,14,12.77,3.98,100,100,11.4
25365,2.15,5098,0,0,11.24,17.5,82,14,12.77,3.98,100,100,11.6
25418,2.18,5165,0,0,11.07,18,82,13,12.77,3.98,100,100,11.6
25470,2.17,5169,0,0,11.08,17.5,82,13,12.77,3.98,100,100,11.6
25523,2.14,5169,0,0,11.22,17.5,82,13,12.77,3.98,100,100,11.4
25575,2.18,5226,0,0,11.11,17.5,82,12,12.62,3.98,100,100,11.4
25627,2.19,5234,0,0,11.26,17.5,82,12,12.62,3.96,100,100,11.4
25680,2.2,5234,0,0,11.14,17.5,81,12,12.62,4,100,100,11.4
25733,2.19,5304,0,0,11.11,17.5,81,12,12.62,4,100,100,11.4
25785,2.2,5319,0,0,11.1,17.5,81,11,12.48,4,100,100,11.4
25838,2.19,5319,0,0,11.14,17.5,81,11,12.48,4.02,100,100,11.1
25890,2.2,5368,0,0,11.15,17.5,81,11,12.48,4.02,100,100,11.1
25943,2.18,5396,0,0,11.19,17.5,81,11,12.48,4.02,100,100,11.1
25996,2.18,5396,0,0,11.22,18,81,11,12.48,4.02,100,100,11.3
26048,2.18,5403,0,0,11.18,18,81,9,12.33,4.02,100,100,11.3
26100,2.16,5450,0,0,11.3,18,81,9,12.19,4,100,100,11.3
26153,2.17,5450,0,0,11.2,18,81,9,12.19,4,100,100,11.3
26205,2.16,5498,0,0,11.18,18,81,9,12.19,4.02,100,100,11.3
26259,2.19,5498,0,0,11.13,18,81,9,12.19,4.04,100,100,11.3
26311,2.2,5543,0,0,11.17,18,81,9,12.19,4.04,100,100,11.2
26364,2.2,5572,0,0,11.12,18,81,9,12.33,4.04,100,80,11.2
26416,1.75,5572,0,0,13.14,18,81,9,12.33,4.04,100,5.88,11.2
26469,0.99,5660,0,0,15.85,20.5,81,8,6.96,3.68,0,0,11.2
26522,0.86,5660,0,0,12.02,28,81,8,6.96,2.94,0,0,11.2
26575,0.62,5756,0,0,17.16,28,81,8,-6.24,2.94,0,0,11.2
26628,0.49,5568,0,0,14.13,16,81,6,-7.69,2.44,0,0,12.6
26680,0.56,5568,0,0,12.09,16,81,6,-7.69,2.44,0,0,12.6
26732,0.52,5474,0,0,13.62,16,81,3,-8.71,2.06,0,0,12.6
26785,0.41,5474,0,0,16.01,16,81,3,-8.71,2.82,0,0,12
26837,0.4,5285,0,0,14.37,16,81,2,-8.85,2.82,0,0,12
26890,0.45,5130,0,0,12.2,16,81,1,-9,2.68,0,0,12
26943,0.46,5130,0,0,12.64,16,81,1,-9,2.36,0,0,18.5
26996,0.43,5020,0,0,16.43,16,81,2,-9,2.36,0,0,18.5
27048,0.37,4876,0,0,16.42,16,81,2,-9,2.28,0,0,18.5
27100,0.37,4780,0,0,15.39,16,81,2,-9,2.24,0,0,18.5
27153,0.4,4780,0,0,12.67,16,81,2,-9,2.12,0,0,18.5
27206,0.4,4641,0,0,12.14,16,81,2,-8.85,2.12,0,0,18.5
27258,0.39,4532,0,0,15.13,16,81,2,-8.85,1.94,0,0,18.5
27310,0.36,4435,0,0,16.44,16,81,2,-8.85,1.9,0,0,18.5
27364,0.34,4435,0,0,16.4,16,81,2,-8.85,2.02,0,0,18.5
27417,0.31,4318,0,0,15.51,16,81,2,-8.85,2.22,0,0,18.5
27468,0.31,4213,0,0,15.11,16,81,2,-8.85,2.22,0,0,18.5
27521,0.3,4136,0,0,12.62,16,81,2,-8.71,2.28,0,0,18.5
27575,0.31,4019,0,0,12.31,16,81,2,-8.71,2.3,0,0,18.5
27628,0.32,4019,0,0,13.11,16,81,2,-8.56,2.26,0,0,18.5
27680,0.31,3930,0,0,15.03,16,81,2,-8.56,2.14,0,0,18.5
27732,0.27,3854,0,0,15.61,16,81,2,-8.56,2.14,0,0,18.5
27785,0.26,3765,0,0,14.95,16,81,2,-9.43,2.18,0,0,18.5
