Time (msec),Engine Load* (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fueling Final Base* (estimated AFR),Ignition Total Timing (degrees),Intake Air Temperature (F),Intake VVT Advance Angle Left (degrees),Manifold Relative Pressure (psi),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Throttle Opening Angle (%),AEM UEGO Wideband [9600 baud] (AFR Gasoline)
14063,2.21,5551,0.00,0.00,11.25,17.50,77,9,12.62,4.04,100.00,100.00,10.80
14115,2.24,5560,0.00,0.00,11.00,17.50,77,9,12.77,4.08,100.00,100.00,10.80
14168,2.23,5560,0.00,0.00,11.07,17.50,77,9,12.77,4.08,100.00,100.00,10.80
14220,2.23,5614,0.00,0.00,11.08,17.50,77,8,12.62,4.06,100.00,100.00,10.80
14274,2.23,5614,0.00,0.00,11.08,17.50,77,8,12.62,4.06,100.00,100.00,10.80
14325,2.22,5610,0.00,0.00,11.08,18.00,77,8,12.62,4.06,100.00,100.00,10.90
14379,2.22,5610,0.00,0.00,11.10,18.00,77,8,12.62,4.08,100.00,100.00,10.90
14432,2.22,5694,0.00,0.00,11.04,18.00,77,7,12.48,4.08,100.00,100.00,10.90
14484,2.21,5694,0.00,0.00,11.11,18.00,77,7,12.48,4.08,100.00,100.00,10.80
14537,2.19,5694,0.00,0.00,11.18,18.00,77,7,12.48,4.08,100.00,100.00,10.80
14590,2.20,5720,0.00,0.00,11.15,18.50,77,7,12.33,4.08,100.00,100.00,10.80
14643,2.20,5720,0.00,0.00,11.13,18.50,77,7,12.33,4.08,100.00,100.00,10.80
14697,2.19,5791,0.00,0.00,11.14,18.50,77,6,12.33,4.10,100.00,100.00,10.80
14749,2.18,5791,0.00,0.00,11.16,18.50,77,6,12.33,4.08,100.00,100.00,10.80
14802,2.17,5823,0.00,0.00,11.24,18.50,77,6,12.19,4.08,100.00,100.00,10.80
14855,2.16,5823,0.00,0.00,11.19,18.50,77,6,12.19,4.08,100.00,100.00,10.80
14907,2.15,5859,0.00,0.00,11.24,19.00,77,6,12.19,4.08,100.00,79.61,10.80
14960,1.24,5832,0.00,0.00,0.00,19.00,77,6,3.19,3.26,100.00,12.94,10.80
15013,0.81,5832,0.00,0.00,16.58,25.00,77,5,3.19,3.26,0.39,0.00,10.80
15067,0.62,5742,0.00,0.00,13.55,16.00,77,4,-6.82,2.68,0.00,0.00,10.80
15119,0.65,5742,0.00,0.00,12.00,16.00,77,4,-6.82,2.68,0.00,0.00,12.00
15172,0.61,5580,0.00,0.00,15.85,16.00,77,3,-7.98,2.06,0.00,0.00,12.00
15225,0.46,5580,0.00,0.00,14.12,16.00,77,3,-7.98,2.06,0.00,0.00,12.70
15278,0.48,5482,0.00,0.00,12.67,16.00,77,1,-8.71,2.88,0.00,0.00,12.70
15331,0.51,5308,0.00,0.00,11.66,16.00,77,1,-8.71,2.48,0.00,0.00,12.70
15383,0.49,5308,0.00,0.00,16.11,16.00,77,1,-8.71,2.48,0.00,0.00,14.50
15436,0.44,5151,0.00,0.00,15.48,16.00,77,1,-8.85,2.36,0.00,0.00,14.50
15489,0.38,5016,0.00,0.00,14.61,16.00,77,1,-9.00,2.14,0.00,0.00,14.50
15541,0.41,5016,0.00,0.00,11.97,16.00,77,1,-9.00,2.14,0.00,0.00,18.50
15593,0.44,4851,0.00,0.00,12.62,28.00,77,1,-9.00,2.06,0.00,0.00,18.50
15646,0.44,4750,0.00,0.00,16.61,16.00,77,1,-9.00,2.30,0.00,0.78,18.50
15699,0.40,4601,0.00,0.00,16.26,16.00,77,1,-8.71,2.44,0.00,1.96,18.50
15752,0.36,4601,0.00,0.00,15.04,17.50,77,1,-8.71,2.44,0.00,3.53,18.50
15804,0.34,4480,0.00,0.00,12.55,24.00,77,1,-8.27,2.54,0.00,4.31,18.50
15857,0.38,4427,0.00,0.00,11.87,30.50,77,1,-7.98,2.50,0.00,5.10,18.50
15908,0.39,4383,0.00,0.00,14.71,36.00,77,1,-7.84,2.46,0.00,5.49,18.50
15962,0.37,4312,0.00,0.00,16.40,36.00,77,1,-7.55,2.38,0.00,5.88,18.50
16014,0.37,4312,0.00,0.00,15.20,41.50,77,1,-7.55,2.28,0.00,6.27,16.00
16067,0.37,4130,0.00,0.00,14.70,41.50,77,1,-7.25,2.28,0.00,6.27,16.00
16120,0.37,4054,0.00,0.00,14.70,41.50,77,1,-6.96,2.24,0.00,6.27,16.00
16171,0.37,4136,0.00,0.00,14.70,41.50,77,1,-6.96,2.22,0.00,6.67,15.60
16225,0.37,4180,0.00,0.00,14.70,41.50,77,1,-7.11,2.22,0.00,7.06,15.60
16278,0.37,4180,0.00,0.00,14.70,41.50,77,1,-7.11,2.22,0.00,7.06,15.60
16330,0.37,4058,0.00,0.00,14.70,41.50,77,1,-7.11,2.22,0.00,7.06,15.90
16382,0.37,4146,0.00,0.00,14.70,41.50,77,1,-6.96,2.24,0.00,7.06,15.90
16435,0.37,4118,0.00,0.00,14.70,41.50,77,1,-7.11,2.22,0.00,7.06,15.90
16488,0.37,4096,0.00,0.00,14.70,41.50,77,1,-7.11,2.22,0.00,7.06,14.00
16540,0.36,4096,0.00,0.00,14.84,41.50,77,1,-7.11,2.20,0.00,7.06,14.00
16592,0.36,4120,0.00,0.00,14.99,41.50,77,1,-7.25,2.20,0.00,7.06,14.00
16645,0.35,4087,0.00,0.00,15.06,41.50,77,1,-7.40,2.18,0.00,7.06,13.30
16697,0.34,4107,0.00,0.00,15.09,41.50,77,1,-7.40,2.16,0.00,7.06,13.30
16750,0.34,4102,0.00,0.00,15.18,41.50,77,1,-7.55,2.16,0.00,7.06,13.30
16803,0.33,4102,0.00,0.00,15.18,41.50,77,1,-7.55,2.14,0.00,7.06,13.60
16856,0.32,4098,0.00,0.00,15.24,41.50,77,1,-7.69,2.14,0.00,7.06,13.60
16908,0.26,4094,0.00,0.00,15.57,41.50,77,1,-7.84,2.10,0.00,0.00,13.60
16959,0.22,4076,0.00,0.00,15.42,16.00,77,2,-9.00,2.02,0.00,0.00,14.00
17012,0.21,4032,0.00,0.00,14.00,16.00,77,2,-9.58,1.90,0.00,0.00,14.00
17065,0.21,4032,0.00,0.00,14.70,16.00,77,1,-9.58,1.82,0.00,0.00,14.00
17118,0.21,3981,0.00,0.00,15.41,16.00,77,1,-9.87,1.82,0.00,0.00,13.80
17170,0.21,3890,0.00,0.00,15.46,28.00,77,1,-9.87,1.68,0.00,0.00,13.80
17223,0.21,3784,0.00,0.00,15.37,28.00,77,1,-9.87,1.64,0.00,0.00,13.80
17275,0.20,3711,0.00,0.00,15.45,28.00,77,1,-9.72,1.82,0.00,0.00,12.60
17328,0.19,3711,0.00,0.00,14.96,16.00,77,1,-9.72,1.96,0.00,0.00,12.60
17380,0.19,3616,0.00,0.00,13.68,16.00,77,1,-9.72,1.96,0.00,0.00,12.60
17432,0.19,3522,0.00,0.00,13.76,16.00,77,1,-9.58,1.94,0.00,0.00,15.60
17484,0.19,3454,0.00,0.00,13.10,16.00,77,1,-9.58,1.82,0.00,0.00,15.60
17538,0.19,3354,0.00,0.00,13.38,16.00,77,1,-9.58,1.64,0.00,0.00,15.60
17590,0.20,3354,0.00,0.00,13.45,28.00,77,1,-9.58,1.52,0.00,0.78,18.50
17643,0.22,3248,0.00,0.00,13.43,28.00,77,1,-9.43,1.52,0.00,1.57,18.50
17695,0.24,3179,0.00,0.00,13.34,31.00,77,1,-9.00,1.76,0.00,1.96,18.50
17748,0.25,3138,0.00,0.00,14.69,33.50,77,1,-8.71,1.88,0.00,2.35,18.50
17800,0.26,3095,0.00,0.00,14.68,36.50,77,1,-8.56,1.86,0.00,2.35,18.50
17853,0.26,3095,0.00,0.00,14.68,36.50,77,1,-8.56,1.82,0.00,2.35,18.50
17905,0.26,3045,0.00,0.00,14.68,40.00,77,1,-8.56,1.82,0.00,2.75,18.50
17958,0.26,3048,0.00,0.00,14.68,40.00,77,1,-8.42,1.82,0.00,2.75,18.50
18010,0.26,3058,0.00,0.00,14.68,40.00,77,1,-8.42,1.84,0.00,2.75,18.50
18063,0.26,3047,0.00,0.00,14.68,40.00,77,1,-8.42,1.84,0.00,2.75,18.50
18115,0.27,3047,0.00,0.00,14.68,40.00,77,1,-8.42,1.84,0.00,2.75,18.50
18168,0.27,3039,0.00,0.00,14.69,40.00,77,1,-8.42,1.84,0.00,2.75,18.50
18221,0.27,3048,0.00,0.00,14.69,40.00,77,1,-8.42,1.84,0.00,2.75,16.20
18273,0.27,3051,0.00,0.00,14.69,40.00,77,1,-8.42,1.84,0.00,2.75,16.20
18326,0.27,3034,0.00,0.00,14.69,40.00,77,1,-8.42,1.84,0.00,2.75,16.20
18378,0.27,3034,0.00,0.00,14.69,40.00,77,1,-8.42,1.86,0.00,3.14,15.10
18431,0.27,3030,0.00,0.00,14.69,40.00,77,1,-8.42,1.86,0.00,3.14,15.10
18483,0.27,3039,0.00,0.00,14.69,40.00,77,1,-8.27,1.84,0.00,3.53,15.10
18536,0.28,3030,0.00,0.00,14.69,40.00,77,1,-8.27,1.88,0.00,4.31,14.80
18588,0.29,3024,0.00,0.00,13.98,40.00,77,1,-8.13,1.92,0.00,4.71,14.80
18641,0.31,3024,0.00,0.00,14.68,40.00,77,1,-8.13,1.92,0.00,5.10,14.80
18693,0.32,3044,0.00,0.00,14.17,40.00,77,1,-7.98,1.92,0.00,6.67,14.30
18746,0.36,3029,0.00,0.00,13.43,40.00,77,1,-7.55,2.02,0.00,9.02,14.30
18798,0.42,3026,0.00,0.00,13.10,40.00,77,1,-6.82,2.16,0.00,10.20,13.60
18851,0.46,3036,0.00,0.00,13.40,38.50,77,1,-5.95,2.22,0.00,10.98,13.60
18903,0.49,3029,0.00,0.00,14.00,38.50,77,1,-5.51,2.22,0.00,10.98,13.60
18956,0.51,3029,0.00,0.00,14.60,37.50,77,1,-5.51,2.22,0.00,10.98,14.00
19008,0.52,3020,0.00,0.00,15.08,36.50,77,4,-5.22,2.22,0.00,10.98,14.00
19060,0.52,3023,0.00,0.00,15.08,36.50,77,7,-5.08,2.22,0.00,10.98,14.00
19113,0.52,3028,0.00,0.00,15.14,36.50,77,10,-5.08,2.22,0.00,10.98,14.00
19166,0.53,3028,0.00,0.00,15.15,36.50,77,10,-5.08,2.24,0.00,10.98,14.00
19217,0.53,3016,0.00,0.00,15.21,36.50,77,10,-5.08,2.24,0.00,10.98,14.00
19271,0.53,3012,0.00,0.00,15.22,36.00,77,10,-5.08,2.22,0.00,10.98,14.00
19323,0.53,3025,0.00,0.00,15.28,36.50,77,10,-5.08,2.22,0.00,10.98,13.70
19375,0.52,3008,0.00,0.00,15.32,36.50,77,10,-5.08,2.22,0.00,10.98,13.70
19427,0.51,3007,0.00,0.00,15.36,36.50,77,10,-5.22,2.18,0.00,9.80,13.60
19480,0.50,3007,0.00,0.00,15.69,36.50,77,10,-5.22,2.18,0.00,9.41,13.60
19533,0.48,3023,0.00,0.00,15.64,37.00,77,9,-5.51,2.16,0.00,9.41,13.60
19585,0.47,3024,0.00,0.00,15.49,38.00,77,9,-5.66,2.14,0.00,9.02,13.60
19637,0.45,3004,0.00,0.00,15.91,38.00,77,8,-6.09,2.08,0.00,7.45,13.60
19690,0.43,3004,0.00,0.00,15.93,38.00,77,8,-6.09,2.08,0.00,7.45,13.60
19742,0.41,3014,0.00,0.00,15.89,39.00,77,7,-6.38,2.08,0.00,7.06,13.30
19795,0.40,3017,0.00,0.00,15.90,39.50,77,6,-6.53,2.06,0.00,7.06,13.30
19847,0.39,2997,0.00,0.00,15.72,40.00,77,4,-6.67,2.04,0.00,7.06,13.30
19900,0.39,2998,0.00,0.00,15.79,40.00,77,3,-6.82,2.04,0.00,7.06,13.40
19952,0.39,2998,0.00,0.00,15.79,40.00,77,3,-6.82,2.04,0.00,7.06,13.40
20004,0.39,3012,0.00,0.00,15.85,40.00,77,1,-6.82,2.04,0.00,7.06,13.40
20057,0.39,3013,0.00,0.00,15.85,40.00,77,1,-6.82,2.02,0.00,7.06,14.00
20109,0.39,2995,0.00,0.00,15.92,40.00,77,0,-6.82,2.04,0.00,7.06,14.00
20162,0.39,2984,0.00,0.00,15.95,40.00,77,1,-6.82,2.02,0.00,7.06,14.00
20215,0.39,3000,0.00,0.00,15.99,40.00,77,1,-6.82,2.04,0.00,7.06,14.70
20267,0.39,3000,0.00,0.00,16.09,40.00,77,1,-6.82,2.04,0.00,7.06,14.70
20319,0.39,2988,0.00,0.00,16.09,40.00,77,1,-6.82,2.04,0.00,7.06,14.70
20372,0.39,2978,0.00,0.00,16.13,40.00,77,0,-6.82,2.04,0.00,7.06,14.50
20425,0.39,2998,0.00,0.00,16.15,40.00,77,1,-6.82,2.02,0.00,7.06,14.50
20477,0.39,2998,0.00,0.00,16.22,40.00,77,1,-6.82,2.02,0.00,7.06,14.50
20530,0.39,2998,0.00,0.00,16.26,40.00,77,1,-6.82,2.02,0.00,7.06,14.10
20582,0.39,2981,0.00,0.00,16.29,40.00,77,0,-6.82,2.04,0.00,7.06,14.10
20635,0.39,2974,0.00,0.00,16.29,40.00,77,1,-6.82,2.04,0.00,7.06,14.10
20688,0.39,2992,0.00,0.00,16.36,40.00,77,1,-6.82,2.02,0.00,7.06,14.30
20740,0.39,2986,0.00,0.00,16.40,40.00,77,1,-6.82,2.04,0.00,7.06,14.30
20793,0.39,2986,0.00,0.00,16.43,40.00,77,1,-6.82,2.04,0.00,7.06,14.30
20845,0.39,2968,0.00,0.00,16.47,40.00,77,1,-6.82,2.04,0.00,7.06,14.60
20898,0.39,2963,0.00,0.00,16.51,40.00,77,1,-6.82,2.02,0.00,7.06,14.60
20950,0.39,2980,0.00,0.00,16.58,40.00,77,0,-6.82,2.02,0.00,7.06,14.60
